Unified_url,Reachable_URL,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,Longest_word_ratio,Special_mark,sub_domain,Contain_Weried_number_combination,levenshtein_distance,Alexa_rank,Status_code,start_date,wildcard_subdomain,Redirect_URL,Created on 2020
http://saicoronadeixanoistrabalhar.com,0,0,0,0,12,0,0.05555555555555555,0,1,0,0,0,503,1985,0,0,0
http://shop---covid19.rf.gd,0,0,0,0,7,0,0.08,1,2,0,0,1,598,1992,1,0,0
http://shop--covid-19.rf.gd,0,0,0,0,7,0,0.08,1,2,0,0,1,503,1992,1,0,0
http://shop--covid19.rf.gd,0,0,0,0,7,0,0.08333333333333333,1,2,0,0,1,503,1992,1,0,0
http://shop-covid19.rf.gd,0,0,0,0,7,0,0.08695652173913042,1,2,0,0,1,503,1992,1,0,0
http://shop-sars-covid19.rf.gd,0,0,0,0,8,0,0.07142857142857142,1,2,0,0,1,598,1992,0,0,0
http://shopcovid-19.rf.gd,0,0,0,0,7,0,0.08695652173913042,1,2,0,0,1,503,1992,1,0,0
http://shops-covid-19.rf.gd,0,0,0,0,7,0,0.08,1,2,0,0,1,598,1992,1,0,0
http://shopscovid19.rf.gd,0,0,0,0,7,0,0.08695652173913042,0,2,0,0,1,598,1992,1,0,0
http://skcovid.org,0,0,0,0,4,0,0.125,0,1,0,0,0,503,2020,0,0,0
http://solidarite-covid.org,1,0,0,0,7,0,0.08,1,1,0,0,0,200,2020,0,0,0
http://standagainstcovid.org,1,0,0,0,6,0,0.07692307692307693,0,1,0,0,0,200,2020,0,0,0
http://starilionpla.website,0,0,0,0,6,0,0.08,0,1,0,0,0,503,2020,0,0,0
http://stopcorona.org,1,0,0,0,4,0,0.10526315789473684,0,1,0,0,0,200,2020,0,0,0
http://stopcovid.store,0,0,0,0,5,0,0.1,0,1,0,0,0,503,2020,0,0,0
http://t-uber.me,0,0,0,0,4,0,0.14285714285714285,1,1,0,0,0,503,2007,0,0,0
http://tarjeta-bci.cf,0,0,1,1,6,0,0.10526315789473684,1,1,0,0,0,503,1996,0,0,0
http://testkitcovid.org,1,0,0,0,6,0,0.09523809523809523,0,1,0,0,0,200,2020,0,0,0
http://thaiaichi.co.th,0,1,0,0,5,0,0.1,0,2,0,0,0,598,1988,0,0,0
http://thechristianwardrobe.us,0,1,0,0,5,0,0.07142857142857142,0,1,0,0,0,503,2015,0,0,0
http://todoscontraocovid19.com,0,0,0,0,7,0,0.07142857142857142,0,1,0,0,0,503,1985,0,0,0
http://topbrokersrealty.icu,0,0,0,1,5,0,0.08,0,1,0,0,0,503,2015,0,0,0
http://toyswithpizzazz.com.au,0,1,0,0,6,0,0.07407407407407407,0,2,0,0,0,503,1986,0,0,0
http://trackcovid.app,0,0,0,0,5,0,0.10526315789473684,0,1,0,0,0,403,2015,0,0,0
http://trainingcanine.ga,0,0,1,1,4,0,0.09090909090909093,0,1,0,0,0,503,1994,0,0,0
http://transferenciasscotiabankk-chile-covid.gq,0,0,1,1,10,0,0.04444444444444445,1,1,0,0,0,503,1997,0,0,0
http://trenv.coronavideo3.tk,0,0,1,1,7,0,0.07692307692307693,0,2,0,0,0,503,1997,0,0,0
http://uman4covid.org,1,1,0,0,7,0,0.10526315789473684,0,1,0,0,0,200,2020,0,0,0
http://verizoncovid-12.com,0,0,0,0,6,0,0.08333333333333333,1,1,0,0,0,503,1985,0,0,0
http://videoonlinefrecorona.xyz,0,0,0,0,7,0,0.06896551724137931,0,1,0,0,0,503,2014,0,0,0
